Virus,Host genome,Host taxonomy,Main method,Confidence score,Additional methods
GD_ST_contig_22147005||full,RS_GCF_001634885.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp001634885,blast,91.7,None
GD_ST_contig_22147005||full,RS_GCF_001650875.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp001650875,blast,91.7,None
GD_ST_contig_22147005||full,RS_GCF_001886735.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp001886735,blast,91.7,None
GD_ST_contig_22147005||full,RS_GCF_003335585.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp003335585,blast,91.7,None
GD_ST_contig_22147005||full,RS_GCF_009363555.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp009363555,blast,91.7,None
GD_ST_contig_22147005||full,RS_GCF_010667575.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp010667575,blast,91.7,None
GD_ST_contig_22147005||full,RS_GCF_012932215.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter ponti,blast,91.7,iPHoP-RF;51.20
GD_ST_contig_22147005||full,RS_GCF_014337925.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter litoralis_A,blast,91.7,None
GD_ST_contig_22147005||full,HN_SY_bin_13,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__,blast,91.6,None
GD_ST_contig_22147005||full,HN_SY_bin_95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__,blast,91.5,None
GD_ST_contig_22317174||full,RS_GCF_014337925.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter litoralis_A,blast,92.7,None
GD_ST_contig_22317174||full,RS_GCF_000014045.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter denitrificans,blast,91.8,None
GD_ST_contig_22317174||full,RS_GCF_005887615.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E;s__Sulfitobacter_E sabulilitoris,blast,90.2,None
GD_ST_contig_22317174||full,RS_GCF_003335545.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_C;s__Sulfitobacter_C sp003335545,blast,90,None
GD_ST_contig_22461100||full,GB_GCA_002340255.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Desertifilaceae;g__Roseofilum;s__Roseofilum sp002340255,blast,95.3,iPHoP-RF;56.80
GD_ST_contig_22461100||full,GB_GCA_001890975.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Desertifilaceae;g__Roseofilum;s__Roseofilum reptotaenium,blast,92.8,None
GD_ST_contig_22461100||full,GD_ST_bin_80,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Desertifilaceae;g__;s__,blast,91.4,iPHoP-RF;67.50
GD_ST_contig_23230805||full,RS_GCF_010500915.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas hispanica,iPHoP-RF,90.1,None
GD_ST_contig_23461181||full,GB_GCA_013822125.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter;s__Altererythrobacter sp013822125,blast,91.8,None
GD_ST_contig_23461181||full,RS_GCF_001542855.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp001542855,blast,91,iPHoP-RF;61.70
GD_ST_contig_23461181||full,RS_GCF_003355455.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A aureus,blast,91,iPHoP-RF;60.60
GD_ST_contig_23461181||full,RS_GCF_005434975.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parerythrobacter;s__Parerythrobacter lutipelagi,blast,90.9,None
GD_ST_contig_23461181||full,RS_GCF_011762005.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A flavus,blast,90.7,iPHoP-RF;57.60
GD_ST_contig_23461181||full,RS_GCF_002795865.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A seohaensis,blast,90.1,iPHoP-RF;57.90
GD_ST_contig_23560987||full,ZJ_WZ_bin_81,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,94.3,iPHoP-RF;66.00
GD_ST_contig_23560987||full,JS_YC_bin_156,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,92.9,iPHoP-RF;65.60
GD_ST_contig_23560987||full,GD_ZH_bin_219,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,92.3,iPHoP-RF;61.90
GD_ST_contig_23560987||full,JS_LYG_bin_116,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,92.1,iPHoP-RF;61.70
GD_ST_contig_23560987||full,GD_ZH_bin_206,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,90.8,iPHoP-RF;55.70
GD_ST_contig_23690826,RS_GCF_009711055.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides pelagicus,iPHoP-RF,92.4,None
GD_ST_contig_23870652||full,SD_QD_bin_204,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__,blast,94,None
GD_ST_contig_24059382_fragment_1,RS_GCF_014023275.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc edaphicum,iPHoP-RF,97.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000009705.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705,iPHoP-RF,96.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000316575.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fortiea;s__Fortiea sp000316575,iPHoP-RF,96.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002154695.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira sp002154695,iPHoP-RF,96.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002949795.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp002949795,iPHoP-RF,96.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_009856605.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus variabilis,iPHoP-RF,96.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_013343235.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp013343235,iPHoP-RF,96.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_003113895.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc commune,iPHoP-RF,96.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002368175.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira sp002368175,iPHoP-RF,95.7,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002813575.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc flagelliforme,iPHoP-RF,95.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_003443655.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sphaeroides,iPHoP-RF,95.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002246015.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp002246015,iPHoP-RF,95.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_005869855.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp005869855,iPHoP-RF,95.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_013393905.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp013393905,iPHoP-RF,95.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000828075.3,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_B;s__Tolypothrix_B campylonemoides,iPHoP-RF,94.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002154725.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira sp002154725,iPHoP-RF,94.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002368235.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_B;s__Tolypothrix_B sp002368235,iPHoP-RF,94.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002368435.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_B;s__Tolypothrix_B sp002368435,iPHoP-RF,94.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000760695.4,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_A;s__Tolypothrix_A bouteillei,iPHoP-RF,94.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000317225.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fischerella;s__Fischerella thermalis,iPHoP-RF,93.7,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000317245.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fischerella;s__Fischerella muscicola_A,iPHoP-RF,93.7,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000315565.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Mastigocladopsis;s__Mastigocladopsis repens,iPHoP-RF,92.8,None
GD_ST_contig_24059382_fragment_1,RS_GCF_002949735.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp002949735,iPHoP-RF,92.8,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000828085.3,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema tolypothrichoides,iPHoP-RF,92.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_012912135.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema bromeliae,iPHoP-RF,92.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000020025.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc punctiforme,iPHoP-RF,91.8,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000317285.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Chlorogloeopsis;s__Chlorogloeopsis fritschii,iPHoP-RF,91.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_014222285.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp014222285,iPHoP-RF,91.4,None
GD_ST_contig_24059382_fragment_1,RS_GCF_000517105.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fischerella;s__Fischerella sp000517105,iPHoP-RF,91.1,None
GD_ST_contig_24059382_fragment_1,RS_GCF_012912105.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema sp012912105,iPHoP-RF,90.8,None
GD_ST_contig_24059382_fragment_1,GB_GCA_012031965.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema sp012031965,iPHoP-RF,90.5,None
GD_ST_contig_24153806||full_1,ZJ_WZ_bin_17,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__,blast,98.4,iPHoP-RF;78.70
GD_ST_contig_24153806||full_1,GB_GCA_900539805.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium sp900539805,blast,97.8,iPHoP-RF;84.80
GD_ST_contig_24153806||full_1,RS_GCF_002980555.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium myrsinacearum,blast,92.8,iPHoP-RF;79.50
GD_ST_contig_24527072||0_partial,GD_ST_bin_148,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,blast,95.7,iPHoP-RF;75.00
GD_ST_contig_24654122||full,RS_GCF_900109455.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius azorensis,blast,92.8,None
GD_ST_contig_24654122||full,RS_GCF_003260265.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp003260265,blast,90.8,None
GD_ST_contig_24654122||full,RS_GCF_004761875.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius aestuariivivens,blast,90,None
GD_ST_contig_2468371||full_1,GD_ST_bin_16,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__,blast,93.1,None
GD_ST_contig_25033474||full_1,SD_DY_bin_19,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__,blast,93.7,iPHoP-RF;57.90
GD_ST_contig_25033474||full_1,GD_ST_bin_53,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__,blast,92.4,None
GD_ST_contig_25045169||full,GD_ST_bin_16,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__,blast,93.8,iPHoP-RF;74.80
GD_ST_contig_25350532||full,SD_QD_bin_76,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,iPHoP-RF,96.1,None
GD_ST_contig_25350532||full,GB_GCA_009937605.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937605,iPHoP-RF,92.8,None
GD_ST_contig_25350532||full,LN_DD_bin_171,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,iPHoP-RF,91.4,None
GD_ST_contig_25350532||full,LN_DD_bin_61,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,iPHoP-RF,90.8,None
GD_ST_contig_25397495||full,LN_DD_bin_19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__,blast,93.9,iPHoP-RF;81.10
GD_ST_contig_25397495||full,ZJ_WZ_bin_68,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__,blast,92.1,None
GD_ST_contig_25397495||full,HN_SY_bin_123,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__,blast,90,None
GD_ST_contig_25509982||full,LN_DD_bin_196,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__,blast,93.6,iPHoP-RF;59.80
GD_ST_contig_25509982||full,SD_QD_bin_178,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__,blast,92.8,iPHoP-RF;75.00
GD_ST_contig_25643626||full,GD_ST_bin_100,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__,blast,95.9,iPHoP-RF;67.00
GD_ST_contig_26073975||full,RS_GCF_000014045.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter denitrificans,blast,95.6,iPHoP-RF;89.80
GD_ST_contig_26112873,JS_YC_bin_79,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__,iPHoP-RF,90.5,None
GD_ST_contig_26156435||full,RS_GCF_004104355.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium sp004104355,iPHoP-RF,96.4,None
GD_ST_contig_26156435||full,RS_GCF_000950415.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium leiognathi,iPHoP-RF,95.1,None
GD_ST_contig_26156435||full,RS_GCF_001939735.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium proteolyticum,iPHoP-RF,94.7,None
GD_ST_contig_26156435||full,RS_GCF_001029445.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium aquae,iPHoP-RF,93.1,None
GD_ST_contig_26156435||full,RS_GCF_009910675.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium alginatilyticum,iPHoP-RF,92.8,None
GD_ST_contig_26156435||full,RS_GCF_003026365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium angustum,iPHoP-RF,91.8,None
GD_ST_contig_26156435||full,RS_GCF_001077885.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium swingsii,iPHoP-RF,91.4,None
GD_ST_contig_26156435||full,RS_GCF_003026475.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium lipolyticum,iPHoP-RF,90.1,None
GD_ST_contig_26280451,GB_GCA_003510215.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2227;s__UBA2227 sp003510215,iPHoP-RF,90.8,None
GD_ST_contig_2675330,RS_GCF_012396315.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium mucifaciens,iPHoP-RF,92.8,None
GD_ST_contig_2675330,RS_GCF_014490555.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp014490555,iPHoP-RF,91.1,None
GD_ST_contig_2675330,RS_GCF_001875725.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001875725,iPHoP-RF,90.8,None
GD_ST_contig_2675330,RS_GCF_001875665.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001875665,iPHoP-RF,90.1,None
GD_ST_contig_2675330,RS_GCF_903645305.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001764565,iPHoP-RF,90.1,None
GD_ST_contig_2798875,RS_GCF_001044235.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium chlorophenolicum,iPHoP-RF,91.8,None
GD_ST_contig_2798875,RS_GCF_001044245.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium obuense,iPHoP-RF,91.8,None
GD_ST_contig_2798875,RS_GCF_001044255.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium chubuense,iPHoP-RF,91.8,None
GD_ST_contig_2798875,RS_GCF_010729305.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium psychrotolerans,iPHoP-RF,91.8,None
GD_ST_contig_2798875,GB_GCA_000762985.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium rufum,iPHoP-RF,90.5,None
GD_ST_contig_2898485||1_partial_1,ZJ_WZ_bin_17,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__,blast,93.2,iPHoP-RF;54.10
GD_ST_contig_2898485||1_partial_1,GB_GCA_900539805.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium sp900539805,blast,91.9,iPHoP-RF;56.00
GD_ST_contig_2898485||1_partial_1,RS_GCF_002980555.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium myrsinacearum,blast,91.5,iPHoP-RF;59.00
GD_ST_contig_2898485||1_partial_1,RS_GCF_014138285.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium myrsinacearum_A,blast,91,iPHoP-RF;59.50
GD_ST_contig_2898485||1_partial_1,RS_GCF_900104355.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium sp900104355,blast,90.9,iPHoP-RF;59.80
GD_ST_contig_2989015,GB_GCA_002426015.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquaticitalea;s__Aquaticitalea sp002426015,iPHoP-RF,93.7,None
GD_ST_contig_2989015,RS_GCF_003425985.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mariniflexile;s__Mariniflexile sp002848895,iPHoP-RF,90.8,None
GD_ST_contig_3116635,RS_GCF_002153375.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus rekensis,iPHoP-RF,92.1,None
GD_ST_contig_3160833||full,SD_DY_bin_321,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__,blast,93.8,iPHoP-RF;54.90
GD_ST_contig_3160833||full,SD_DY_bin_167,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__,blast,93.4,iPHoP-RF;51.50
GD_ST_contig_3160833||full,SD_DY_bin_19,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__,blast,92.6,None
GD_ST_contig_3239973,RS_GCF_002741985.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio rotiferianus,iPHoP-RF,92.1,None
GD_ST_contig_3259611||full_1,RS_GCF_000963885.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Tanticharoenia;s__Tanticharoenia sakaeratensis,iPHoP-RF,92.4,None
GD_ST_contig_4182552||full,RS_GCF_014251695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium cuenoti_T,iPHoP-RF,93.1,None
GD_ST_contig_4182552||full,RS_GCF_014252115.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium cuenoti_AK,iPHoP-RF,90.5,None
GD_ST_contig_4220694,GB_GCA_002390205.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__UBA4457 sp002390205,iPHoP-RF,91.1,None
