contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
LN_DD_contig_21169602	18710	38	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_7404797||full	18700	13	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_22095782	18700	38	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_13915482	18692	22	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22036790	18691	23	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_27283115	18688	33	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15536862	18687	32	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_3277513||full	18684	31	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_18559742	18680	24	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2746813	18680	29	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_12727206	18673	29	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_13428591||full	18665	16	0	8	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_18214790	18664	21	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_6951461	18663	23	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_9078686||full	18658	17	0	8	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_33296878	18654	31	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_20328244	18654	14	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_25083539	18654	23	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_11340817	18652	25	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_18042532	18651	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_27467648	18649	22	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_5146200	18644	33	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13749915	18636	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22878296	18635	19	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25028119||full	18632	35	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26128047	18616	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20946824	18604	20	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_21842713	18590	18	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24618535	18589	38	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_1992053||full	18582	22	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_2523258	18572	19	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_22184674	18571	20	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5506330	18567	31	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_21966922	18566	25	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_15173836	18553	18	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27771293	18551	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5818367	18545	25	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_7542784||full	18540	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_865656	18537	19	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_7903462	18533	26	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_21366597||full	18528	17	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13515690	18526	39	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_19285795	18520	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_23732043	18507	31	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_130524	18507	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2831180	18505	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_16046485	18504	39	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1505904||full	18504	18	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_4711811	18491	19	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_6429378||full	18488	18	0	8	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15511	18487	22	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_8855423||0_partial	18484	15	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_4878735||full	18476	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5567940	18475	27	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27705883||full	18473	25	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_19607178||full	18472	16	0	8	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28833824||full	18458	19	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_427440	18455	13	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_24924739||full	18454	18	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6289628	18448	33	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_3399810	18437	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_13372003	18435	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18771497	18435	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_20922812	18433	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_25215835||0_partial	18433	17	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_11332197	18429	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8067886||full	18425	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8461443	18423	31	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1207524	18412	35	12	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23159791	18412	40	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13176314	18405	39	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_9341856	18384	32	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11016097	18384	24	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_24378582	18359	26	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_33461581	18357	19	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_10948385||full	18357	21	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17050610	18357	20	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2312062||full	18356	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_12615966	18352	32	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28005697||full	18345	29	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_15047803	18344	22	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_30594575	18344	28	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_18245861	18334	26	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_23646470||full	18325	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28477983||full	18318	28	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2721986	18314	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_17890149	18313	26	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27386100	18313	23	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_29240791	18309	23	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_15829366||full	18298	29	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_20085033	18295	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25679403||full	18290	39	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21377058	18286	14	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8695373	18286	25	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_28183060||full	18283	44	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_14082179	18278	24	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18878994	18274	30	20	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_17280080||full	18270	22	1	5	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_31234417||full	18268	13	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13165773	18260	25	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_16835664	18260	24	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_25015371||full	18252	8	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17085608	18247	42	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6188099||full	18246	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_22067973||full	18242	15	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_10078813||full	18236	16	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_6096673||full	18234	24	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_10602450||full	18232	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21920038	18232	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_2248645||full	18229	30	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27430494	18225	24	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_24468512	18223	30	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28264476||full	18219	21	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_9078491	18205	41	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_17428334	18204	30	17	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11369588	18203	24	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_12203743	18185	38	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_4130122	18185	11	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_9430025||full	18181	24	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_14161426	18179	16	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16212338	18179	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_2977941	18178	25	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_5007510	18177	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_13258843	18176	19	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_14108573	18175	11	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11160986	18166	26	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12424285	18165	49	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_8772958	18162	39	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20454843	18158	27	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1191971||full	18156	29	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_6605236	18154	25	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_27320315	18150	29	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17626	18140	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1752996	18139	17	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8587568	18137	27	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_15225199	18136	35	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_34483363	18131	17	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_13455916||full	18129	34	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16978633	18124	25	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_4763711	18118	26	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_8861098	18116	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_11259||full	18114	22	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_17153864	18106	33	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5070462	18104	19	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1764613	18102	28	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_28042505||full	18100	11	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9334380	18100	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16762220	18091	20	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_22976930||0_partial	18086	15	1	6	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14620183	18081	28	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_8725654	18081	35	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_6250732	18075	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13367384	18070	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17519503	18058	40	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_7542235	18057	37	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16830457||0_partial_1	18048	15	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_28247139	18037	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_19320841||full	18032	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_1324981	18018	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_33335381||full	18016	11	0	8	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17371133	18016	18	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20383335||full	18011	20	1	5	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_25170434||full	18009	19	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_20227411||full	18002	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_8467582||full	18001	25	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_7022126_fragment_1	17998	21	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17491568	17995	28	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_16306135	17990	17	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28633800	17986	16	11	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5732543||full	17984	22	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_19068240	17983	18	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_17977849	17982	37	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26687689||full	17979	15	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11918683	17974	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_3702221||full	17970	17	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_2778396||full	17968	15	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_22168715	17966	32	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_5845788	17963	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_17089600	17959	16	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_10478563||full	17958	25	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_16002138	17946	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_16134840	17941	15	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8053404	17939	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_21529700	17933	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_5268549||full	17924	17	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_4259993	17922	28	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_16436740	17920	27	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_4052345	17912	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5949157	17905	23	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15472254	17902	20	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_4138415||full	17898	23	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_14562405	17880	35	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1307925||full	17880	26	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_2011674	17871	23	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_444129	17864	19	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_25731341||full	17860	35	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_18756973||full	17857	29	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3824774	17856	31	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_3955982	17840	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_21760824	17839	22	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_21856866	17835	24	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_18548515||full	17832	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_3138825	17826	17	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_10946599	17826	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_12793600	17826	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20763700	17824	33	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26962681	17813	24	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18103294	17812	19	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_34309319	17808	34	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_10010091||full	17805	16	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25851427	17805	21	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_19332057	17800	33	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1393458||full	17795	19	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15355424	17793	28	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_8889233||full	17783	27	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_22956019	17783	22	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_19334149||full	17775	22	5	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11129180	17773	34	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18038605	17773	23	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_17240905||full	17771	27	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_2371159||full	17760	33	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_6898709	17748	24	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12766131	17740	21	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9992110	17739	33	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20405530	17730	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_26979457||full	17720	14	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_26644740||full	17720	28	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_2662676	17717	25	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_22406524	17712	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_21714016||full	17712	12	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_4877139	17711	31	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_24716775||full	17710	37	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_2212613||full_1	17710	10	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_14327924	17709	24	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_27877004||full_1	17708	15	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_19250789	17707	22	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_11902679||full	17707	12	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6814871	17705	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5391735	17703	25	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_10312375	17701	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1637201	17697	21	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16427858||full	17696	11	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_33316885_fragment_1_1	17690	22	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16592892	17685	26	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4804704	17679	30	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9294539||0_partial_1	17678	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_11582502	17672	27	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5540950	17668	18	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27510292	17662	19	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_18184033||full	17661	24	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27440795	17652	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1582223	17644	23	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_14662291||full	17638	32	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13121668	17634	25	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_11445430||full	17633	12	0	7	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_8007796	17630	28	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_98541	17624	30	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_436404	17622	24	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_14163945	17616	27	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_30886321	17610	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2101457	17610	41	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18087880	17604	23	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_12036465||full_1	17599	31	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_15601172||full	17593	29	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_10790168	17593	21	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_19322526	17589	30	13	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_19606414	17583	27	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17401942	17583	24	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_26126020	17564	16	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_5163691||0_partial_1	17556	16	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_10871871	17555	34	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_21419787||0_partial	17551	23	5	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22661818	17536	22	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_8827281	17535	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14725613	17534	46	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_14551392	17522	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_14241850	17517	20	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_6045079	17513	19	15	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_1126923	17510	21	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19985863	17504	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
