seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
JS_LYG_contig_2336550||full_1	nan	nan	nan	dsDNAphage	2492	1	50	0
JS_LYG_contig_23370684	0.907	0.653	0.907	dsDNAphage	5526	0	72.7	0
JS_LYG_contig_23372252	0.88	0.22	0.88	dsDNAphage	7987	0	25	0
JS_LYG_contig_23394857	0.973	0.133	0.973	dsDNAphage	15317	1	4.8	2.4
JS_LYG_contig_23397152	0.98	0.973	0.98	dsDNAphage	7583	0	20	0
JS_LYG_contig_23402927	0.973	0.033	0.973	dsDNAphage	19490	2	28	0
JS_LYG_contig_23403632	0.927	0.287	0.927	dsDNAphage	6939	0	5.9	0
JS_LYG_contig_23406072	0.993	0.14	0.993	dsDNAphage	21835	5	53.8	0
JS_LYG_contig_23409544	0.78	0.34	0.78	dsDNAphage	6446	0	11.1	0
JS_LYG_contig_23414462	0.993	0.34	0.993	dsDNAphage	16204	2	22.7	0
JS_LYG_contig_23416064||full	0.947	0.067	0.947	dsDNAphage	6686	0	16.7	5.6
JS_LYG_contig_23424151	0.993	0.073	0.993	dsDNAphage	10514	1	18.8	0
JS_LYG_contig_23428566	1	0.867	1	dsDNAphage	5380	3	100	0
JS_LYG_contig_23438284	1	0.5	1	dsDNAphage	9042	3	33.3	0
JS_LYG_contig_23441315||full_1	0.973	0.947	0.973	dsDNAphage	7731	2	66.7	0
JS_LYG_contig_23441698||full	1	0.58	1	dsDNAphage	5004	3	100	0
JS_LYG_contig_2346711	0.527	0.413	0.527	dsDNAphage	5444	0	33.3	0
JS_LYG_contig_23469295	0.993	0.82	0.993	dsDNAphage	5169	1	50	0
JS_LYG_contig_23474218	1	0.027	1	dsDNAphage	21455	4	34.4	6.2
JS_LYG_contig_23482020	0.9	0.593	0.9	dsDNAphage	5110	0	33.3	0
JS_LYG_contig_23493820||full	0.527	0.613	0.613	ssDNA	5418	0	40	0
JS_LYG_contig_23512230||full	0.993	0.8	0.993	dsDNAphage	10071	1	36	0
JS_LYG_contig_23519884||full	0.967	0.007	0.967	dsDNAphage	15887	2	27.3	9.1
JS_LYG_contig_23530649	0.88	0.14	0.88	dsDNAphage	14039	0	20	0
JS_LYG_contig_23541179	0.82	0.153	0.82	dsDNAphage	11314	0	22.2	0
JS_LYG_contig_23568223	0.953	0.72	0.953	dsDNAphage	7974	0	50	0
JS_LYG_contig_23591619	0.94	0.113	0.94	dsDNAphage	30078	1	38.5	0
JS_LYG_contig_23607296	1	0.433	1	dsDNAphage	12846	5	66.7	0
JS_LYG_contig_23631258	1	0.993	1	dsDNAphage	6587	3	75	0
JS_LYG_contig_23641402	0.993	0.4	0.993	dsDNAphage	8137	2	45.5	0
JS_LYG_contig_2364250	0.967	0.147	0.967	dsDNAphage	6176	0	15.8	5.3
JS_LYG_contig_23675160	0.92	0.487	0.92	dsDNAphage	5785	0	50	0
JS_LYG_contig_23677359	1	0.68	1	dsDNAphage	5706	0	17.6	0
JS_LYG_contig_23707594	1	0.407	1	dsDNAphage	7148	1	33.3	0
JS_LYG_contig_23714003||full	0.98	0.527	0.98	dsDNAphage	5891	3	100	0
JS_LYG_contig_23714467||full	0.807	0.753	0.807	dsDNAphage	5018	0	66.7	0
JS_LYG_contig_23717914	1	0.093	1	dsDNAphage	14077	1	27.6	3.4
JS_LYG_contig_23733824	0.5	0	0.5	dsDNAphage	28196	1	18.2	9.1
JS_LYG_contig_2375233||full	0.907	0	0.907	dsDNAphage	12321	1	18.8	12.5
JS_LYG_contig_23754451	0.92	0.033	0.92	dsDNAphage	5216	0	16.7	8.3
JS_LYG_contig_23770467	0.9	0.693	0.9	dsDNAphage	6178	0	44.4	0
JS_LYG_contig_23773232	1	0.6	1	dsDNAphage	6267	1	87.5	0
JS_LYG_contig_23786598	0.973	0.733	0.973	dsDNAphage	5828	0	85.7	0
JS_LYG_contig_23789215||full_1	1	0.667	1	dsDNAphage	2620	1	50	0
JS_LYG_contig_23794891||full_1	0.993	0.9	0.993	dsDNAphage	3869	2	75	0
JS_LYG_contig_23839682	0.673	0.307	0.673	dsDNAphage	10593	0	33.3	0
JS_LYG_contig_23921961	0.827	0.007	0.827	dsDNAphage	25533	1	41.2	11.8
JS_LYG_contig_23974247	0.913	0.567	0.913	dsDNAphage	6460	0	50	0
JS_LYG_contig_23996425	0.92	0.12	0.92	dsDNAphage	78899	0	19.2	0.5
JS_LYG_contig_24037341	0.647	0.073	0.647	dsDNAphage	8568	0	14.3	0
JS_LYG_contig_2405666||full	0.993	0.227	0.993	dsDNAphage	10675	3	66.7	0
JS_LYG_contig_24056694	0.987	0.833	0.987	dsDNAphage	8398	0	22.2	0
JS_LYG_contig_24063183	0.98	0.98	0.98	dsDNAphage	5016	1	100	0
JS_LYG_contig_24065907_1	0.887	0.867	0.887	dsDNAphage	3196	0	42.9	0
JS_LYG_contig_24074599	0.993	0.773	0.993	dsDNAphage	12821	2	78.6	0
JS_LYG_contig_24079763	0.987	0.093	0.987	dsDNAphage	5815	1	33.3	0
JS_LYG_contig_24088651||full	0.52	0.113	0.52	dsDNAphage	6616	0	16.7	0
JS_LYG_contig_24089308	0.94	0.12	0.94	dsDNAphage	6872	0	34.8	4.3
JS_LYG_contig_2410162||full	0.98	0.56	0.98	dsDNAphage	14830	1	66.7	0
JS_LYG_contig_24116357	0.893	0.027	0.893	dsDNAphage	15861	2	18.8	0
JS_LYG_contig_24118355	0.653	0.187	0.653	dsDNAphage	7360	0	28.6	0
JS_LYG_contig_24129458||full	1	0.387	1	dsDNAphage	6149	2	80	0
JS_LYG_contig_24142698||full	0.887	0.253	0.887	dsDNAphage	6811	0	70	0
JS_LYG_contig_2415738||full	1	0.78	1	dsDNAphage	6605	1	55.6	0
JS_LYG_contig_24163058	0.993	0.233	0.993	dsDNAphage	20549	1	41.7	0
JS_LYG_contig_24181610	1	0.627	1	dsDNAphage	5401	1	28.6	0
JS_LYG_contig_24184441	0.967	0.887	0.967	dsDNAphage	7802	0	21.1	0
JS_LYG_contig_24185420	1	0.493	1	dsDNAphage	7844	4	66.7	0
JS_LYG_contig_24190598||full	1	0.107	1	dsDNAphage	17014	1	28.6	2.9
JS_LYG_contig_24196903	1	0.393	1	dsDNAphage	7910	2	45.5	0
JS_LYG_contig_24197639	0.507	0	0.507	dsDNAphage	8222	0	18.2	9.1
JS_LYG_contig_24245298	0.973	0.567	0.973	dsDNAphage	10762	2	60	0
JS_LYG_contig_24250130	0.86	0.347	0.86	dsDNAphage	11664	0	40	0
JS_LYG_contig_24264930	0.853	0.74	0.853	dsDNAphage	5287	0	50	0
JS_LYG_contig_24265770	1	0.22	1	dsDNAphage	8360	1	62.5	0
JS_LYG_contig_24275359	1	0.48	1	dsDNAphage	5662	5	85.7	0
JS_LYG_contig_24279002	1	0	1	dsDNAphage	57002	4	42.3	4.2
JS_LYG_contig_24291779	0.907	0.093	0.907	dsDNAphage	8844	0	11.1	0
JS_LYG_contig_24326800	1	0.82	1	dsDNAphage	7177	3	77.8	0
JS_LYG_contig_2433668	0.96	0.813	0.96	dsDNAphage	7130	1	50	0
JS_LYG_contig_24355287	1	0.06	1	dsDNAphage	19655	3	26.3	2.6
JS_LYG_contig_24362038||full	0.947	0.007	0.947	dsDNAphage	6007	2	60	20
JS_LYG_contig_24366458	0.993	0.407	0.993	dsDNAphage	43702	8	59.5	0
JS_LYG_contig_24371922	0.92	0.407	0.92	dsDNAphage	6341	0	62.5	0
JS_LYG_contig_24391583	0.74	0.02	0.74	dsDNAphage	41390	0	26.8	3.6
JS_LYG_contig_2442598	0.933	0.36	0.933	dsDNAphage	6717	0	63.6	0
JS_LYG_contig_24431020	1	0.967	1	dsDNAphage	5664	3	100	0
JS_LYG_contig_24433715	0.993	0.467	0.993	dsDNAphage	5928	2	50	0
JS_LYG_contig_24441099_1	0.9	0.973	0.973	ssDNA	2979	0	66.7	0
JS_LYG_contig_24453510||full	0.907	0.027	0.907	dsDNAphage	6035	0	45.5	9.1
JS_LYG_contig_24455600	1	0.8	1	dsDNAphage	8882	2	84.6	0
JS_LYG_contig_24456757||full	1	0.007	1	dsDNAphage	9388	3	40	10
JS_LYG_contig_24459873||full	0.767	0.873	0.873	ssDNA	7271	0	50	0
JS_LYG_contig_24479403	1	0.007	1	dsDNAphage	6607	2	54.5	9.1
JS_LYG_contig_24487362	0.847	0.087	0.847	dsDNAphage	6920	0	40	0
JS_LYG_contig_24487499||full	0.707	0.127	0.707	dsDNAphage	5479	0	18.2	0
JS_LYG_contig_2449323	0.88	0.08	0.88	dsDNAphage	10769	0	16.7	0
JS_LYG_contig_24501420	1	0.447	1	dsDNAphage	10671	1	85.7	0
JS_LYG_contig_24511748	1	0.547	1	dsDNAphage	6938	1	35.3	0
JS_LYG_contig_24523370	0.953	0.473	0.953	dsDNAphage	14840	0	20.6	0
JS_LYG_contig_24531069	0.987	0.233	0.987	dsDNAphage	10375	0	5	0
JS_LYG_contig_24557225	1	0.947	1	dsDNAphage	5142	1	33.3	0
JS_LYG_contig_24570299||full	0.933	0.033	0.933	dsDNAphage	5559	1	37.5	0
JS_LYG_contig_24581516	0.86	0.693	0.86	dsDNAphage	5951	0	44.4	0
JS_LYG_contig_24616644	0.74	0.58	0.74	dsDNAphage	7116	0	100	0
JS_LYG_contig_24637704	1	0.607	1	dsDNAphage	5299	2	71.4	0
JS_LYG_contig_24667959||full	0.967	0.287	0.967	dsDNAphage	8190	1	20	0
JS_LYG_contig_24668558	0.687	0.273	0.687	dsDNAphage	11534	0	33.3	0
JS_LYG_contig_24677370	1	0.113	1	dsDNAphage	8148	2	38.5	0
JS_LYG_contig_24678757	1	0.467	1	dsDNAphage	5492	3	83.3	0
JS_LYG_contig_24685863	0.993	0.78	0.993	dsDNAphage	5037	1	37.5	0
JS_LYG_contig_24686988	0.98	0.067	0.98	dsDNAphage	7982	1	33.3	0
JS_LYG_contig_24689060	1	0.367	1	dsDNAphage	9422	4	76.9	0
JS_LYG_contig_24690874	0.993	0.253	0.993	dsDNAphage	8025	2	41.7	0
JS_LYG_contig_24715706	0.993	0.873	0.993	dsDNAphage	6219	2	100	0
JS_LYG_contig_24717083||full	0.94	0.007	0.94	dsDNAphage	7936	1	22.2	0
JS_LYG_contig_24722927	0.993	0.213	0.993	dsDNAphage	40407	3	46.9	0
JS_LYG_contig_24723876	0.96	0.46	0.96	dsDNAphage	11408	0	43.8	0
JS_LYG_contig_24742269||full	0.807	0.007	0.807	dsDNAphage	22398	1	30.4	4.3
JS_LYG_contig_24749741	1	0.013	1	dsDNAphage	27264	3	37.1	5.7
JS_LYG_contig_2477432	0.98	0.053	0.98	dsDNAphage	23062	2	20	7.5
JS_LYG_contig_24780837	0.993	0.847	0.993	dsDNAphage	6793	1	88.9	0
JS_LYG_contig_24797852	nan	nan	nan	dsDNAphage	5724	1	50	0
JS_LYG_contig_24812867	0.987	0.14	0.987	dsDNAphage	7442	1	60	0
JS_LYG_contig_24815964||full	1	0.447	1	dsDNAphage	5179	1	62.5	0
JS_LYG_contig_24866004	0.993	0.72	0.993	dsDNAphage	13434	4	42.3	0
JS_LYG_contig_24872924	0.7	0.027	0.7	dsDNAphage	23080	0	16.7	0
JS_LYG_contig_24887531||full	0.787	0.04	0.787	dsDNAphage	6262	0	11.1	0
JS_LYG_contig_24932189_1	0.927	0.833	0.927	dsDNAphage	3656	0	28.6	0
JS_LYG_contig_24940025||full	0.66	0.12	0.66	dsDNAphage	7007	0	14.3	0
JS_LYG_contig_24945459	1	0.887	1	dsDNAphage	5693	1	38.5	0
JS_LYG_contig_24954686	1	0.78	1	dsDNAphage	10281	4	85.7	0
JS_LYG_contig_24964665	0.793	0.327	0.793	dsDNAphage	6522	0	25	0
JS_LYG_contig_24976054	1	0.773	1	dsDNAphage	5891	1	36.4	0
JS_LYG_contig_24979354	0.987	0.473	0.987	dsDNAphage	5431	0	30.8	0
JS_LYG_contig_24981407	0.993	0.007	0.993	dsDNAphage	23498	2	24	0
JS_LYG_contig_24981486	0.793	0.927	0.927	ssDNA	5561	0	42.9	0
JS_LYG_contig_24985645	0.993	0.64	0.993	dsDNAphage	9037	3	84.6	0
JS_LYG_contig_24986543	0.78	0.1	0.78	dsDNAphage	11879	0	16.7	0
JS_LYG_contig_24996066	0.993	0.58	0.993	dsDNAphage	9375	0	100	0
JS_LYG_contig_24996601	1	0.76	1	dsDNAphage	7464	2	100	0
JS_LYG_contig_24998740	0.947	0.393	0.947	dsDNAphage	5835	1	28.6	0
JS_LYG_contig_25020925	0.96	0.487	0.96	dsDNAphage	5797	0	30.8	0
JS_LYG_contig_25059847||full	0.993	0.327	0.993	dsDNAphage	10797	0	25	0
JS_LYG_contig_25088493	0.8	0.52	0.8	dsDNAphage	6502	0	50	0
JS_LYG_contig_25089415	1	0.833	1	dsDNAphage	6343	4	100	0
JS_LYG_contig_25090607||full	0.993	0.78	0.993	dsDNAphage	9304	3	42.9	0
JS_LYG_contig_25094707||full	0.887	0.34	0.887	dsDNAphage	6230	1	50	0
JS_LYG_contig_25114748	0.9	0.08	0.9	dsDNAphage	6013	2	50	25
JS_LYG_contig_25123652	1	0.153	1	dsDNAphage	13593	4	72.2	0
JS_LYG_contig_25162677	1	0.56	1	dsDNAphage	5995	2	55.6	0
JS_LYG_contig_2517971||full	0.993	0.733	0.993	dsDNAphage	5442	1	50	0
JS_LYG_contig_25199476	1	0.42	1	dsDNAphage	9339	2	46.2	0
JS_LYG_contig_25213064||full	1	0	1	dsDNAphage	6793	3	37.5	12.5
JS_LYG_contig_25216545	0.773	0.413	0.773	dsDNAphage	18630	0	30	0
JS_LYG_contig_25216602	0.653	0.033	0.653	dsDNAphage	5824	0	16.7	0
JS_LYG_contig_25265591||full	0.993	0.32	0.993	dsDNAphage	9440	1	21.4	0
JS_LYG_contig_25268368||full	1	0.527	1	dsDNAphage	13624	4	22.2	0
JS_LYG_contig_25272577	1	0.04	1	dsDNAphage	40153	8	37.7	1.4
JS_LYG_contig_25272661	1	0.26	1	dsDNAphage	31591	5	61.8	1.8
JS_LYG_contig_25273622||full	0.46	0.913	0.913	ssDNA	5096	1	28.6	0
JS_LYG_contig_25275833	0.967	0.2	0.967	dsDNAphage	8138	0	5.9	0
JS_LYG_contig_2534391	0.993	0.84	0.993	dsDNAphage	10464	4	66.7	0
JS_LYG_contig_2562585	1	0.907	1	dsDNAphage	4829	3	100	0
JS_LYG_contig_2575177	0.78	0.167	0.78	dsDNAphage	10347	0	19.2	0
JS_LYG_contig_2586878||full	0.853	0	0.853	dsDNAphage	11759	1	27.3	18.2
JS_LYG_contig_2597969||full	0.893	0.02	0.893	dsDNAphage	7030	0	23.1	7.7
JS_LYG_contig_2599190||full	0.84	0	0.84	dsDNAphage	5810	1	40	0
JS_LYG_contig_2610453	1	0.473	1	dsDNAphage	6635	3	77.8	0
JS_LYG_contig_261731||full	0.98	0.22	0.98	dsDNAphage	15645	5	26.1	0
JS_LYG_contig_2628466	0.527	0	0.527	dsDNAphage	5292	0	25	0
JS_LYG_contig_2637100	0.9	0.907	0.907	ssDNA	5275	0	50	0
JS_LYG_contig_2654877	0.993	0.26	0.993	dsDNAphage	5884	1	40	0
JS_LYG_contig_2671482	0.973	0.907	0.973	dsDNAphage	6934	0	47.1	0
JS_LYG_contig_2674364||full	1	0.013	1	dsDNAphage	35952	1	22.2	0
JS_LYG_contig_2675763	0.947	0.2	0.947	dsDNAphage	5594	0	7.1	0
JS_LYG_contig_2711527||full	0.993	0.347	0.993	dsDNAphage	5177	1	16.7	0
JS_LYG_contig_2713318||full	0.993	0.2	0.993	dsDNAphage	6221	0	46.2	0
JS_LYG_contig_2718053	0.873	0.087	0.873	dsDNAphage	9925	0	6.7	0
JS_LYG_contig_2758692	0.993	0.153	0.993	dsDNAphage	6178	1	33.3	0
JS_LYG_contig_2772649	0.88	0.02	0.88	dsDNAphage	11036	0	28.6	4.8
JS_LYG_contig_2773264||full	0.993	0.84	0.993	dsDNAphage	8040	1	50	0
JS_LYG_contig_2779212||full	0.82	0	0.82	dsDNAphage	22842	1	30.4	13
JS_LYG_contig_2780550	0.86	0.153	0.86	dsDNAphage	10946	0	10	0
JS_LYG_contig_2794253	0.987	0	0.987	dsDNAphage	23659	1	29.6	11.1
JS_LYG_contig_279906	1	0.587	1	dsDNAphage	5405	1	83.3	0
JS_LYG_contig_2809509	0.987	0.927	0.987	dsDNAphage	5157	0	100	0
JS_LYG_contig_2828449	0.993	0.88	0.993	dsDNAphage	6241	3	100	0
JS_LYG_contig_2832377	0.833	0.187	0.833	dsDNAphage	9791	0	15	0
JS_LYG_contig_2846308||full	0.78	0.64	0.78	dsDNAphage	7375	0	37.5	0
JS_LYG_contig_2852334	0.867	0.14	0.867	dsDNAphage	6829	0	12.5	6.2
JS_LYG_contig_2854794	0.88	0.567	0.88	dsDNAphage	4835	0	33.3	0
JS_LYG_contig_2860686	0.993	0.02	0.993	dsDNAphage	22317	4	20.7	3.4
JS_LYG_contig_2868644	0.98	0.68	0.98	dsDNAphage	5860	1	50	0
JS_LYG_contig_2872412	0.993	0.06	0.993	dsDNAphage	80371	4	14.6	2.5
JS_LYG_contig_287420	1	0.047	1	dsDNAphage	6177	1	23.1	0
JS_LYG_contig_2879380	0.82	0.28	0.82	dsDNAphage	6196	0	71.4	0
JS_LYG_contig_2886957	1	0.38	1	dsDNAphage	8134	2	50	0
JS_LYG_contig_2895676	1	0.06	1	dsDNAphage	59440	2	43.8	1.2
JS_LYG_contig_2899025	0.68	0.06	0.68	dsDNAphage	7060	0	25	0
JS_LYG_contig_2899540	0.993	0.067	0.993	dsDNAphage	90258	0	13	2.1
JS_LYG_contig_2902049	0.993	0.467	0.993	dsDNAphage	13146	2	47.4	0
JS_LYG_contig_2906282	0.913	0.16	0.913	dsDNAphage	7535	0	13.3	6.7
JS_LYG_contig_2906622||full	0.993	0.027	0.993	dsDNAphage	11741	2	31.2	12.5
JS_LYG_contig_2932404	0.873	0.007	0.873	dsDNAphage	16272	0	31.8	4.5
JS_LYG_contig_2939040	0.507	0.013	0.507	dsDNAphage	14053	0	36.4	18.1
JS_LYG_contig_3005893||full	0.753	0.4	0.753	dsDNAphage	6768	0	50	0
JS_LYG_contig_3018998	0.533	0.347	0.533	dsDNAphage	5629	0	40	0
JS_LYG_contig_3073928	0.633	0	0.633	dsDNAphage	9591	0	12.5	6.2
JS_LYG_contig_3082388	0.993	0.107	0.993	dsDNAphage	5526	1	57.1	0
JS_LYG_contig_3109641||full	0.96	0.687	0.96	dsDNAphage	5270	0	25	0
JS_LYG_contig_3134009	nan	nan	nan	dsDNAphage	6046	1	100	0
JS_LYG_contig_3138825	1	0.253	1	dsDNAphage	17824	3	64.7	0
JS_LYG_contig_3177629	0.98	0.34	0.98	dsDNAphage	57354	1	72.7	0
JS_LYG_contig_3194504||full	0.74	0.007	0.74	dsDNAphage	5495	2	40	20
JS_LYG_contig_3208290	0.993	0.4	0.993	dsDNAphage	6354	0	11.1	0
JS_LYG_contig_3218174	0.98	0.153	0.98	dsDNAphage	20453	1	57.9	0
JS_LYG_contig_3222771	0.953	0.093	0.953	dsDNAphage	6284	0	7.7	0
JS_LYG_contig_32266	0.9	0.167	0.9	dsDNAphage	11819	0	37.5	0
JS_LYG_contig_3233066	1	0.46	1	dsDNAphage	8150	3	69.2	0
JS_LYG_contig_3241072	0.88	0.213	0.88	dsDNAphage	5319	0	11.1	0
JS_LYG_contig_3245406	0.86	0.14	0.86	dsDNAphage	6086	0	9.1	0
JS_LYG_contig_3257157	0.993	0.947	0.993	dsDNAphage	13896	3	37.9	0
JS_LYG_contig_3280239||full	0.84	0.227	0.84	dsDNAphage	6359	3	71.4	14.3
JS_LYG_contig_328333	0.88	0.787	0.88	dsDNAphage	5539	0	27.3	0
JS_LYG_contig_329129	0.987	0.167	0.987	dsDNAphage	43232	8	52.2	0
JS_LYG_contig_329325||full	1	0.767	1	dsDNAphage	6441	3	100	0
JS_LYG_contig_33062	0.733	0	0.733	dsDNAphage	29406	0	28.9	6.7
JS_LYG_contig_3307946	0.687	0.053	0.687	dsDNAphage	5569	0	28.6	0
JS_LYG_contig_3309124	1	0.9	1	dsDNAphage	8751	1	45.5	0
JS_LYG_contig_3312287_1	0.847	0.3	0.847	dsDNAphage	6349	0	60	0
JS_LYG_contig_3314933	0.98	0.14	0.98	dsDNAphage	11590	1	25	0
JS_LYG_contig_3324362||full_1	0.747	0.387	0.747	dsDNAphage	6100	0	28.6	0
JS_LYG_contig_3346246||full	0.687	0.373	0.687	dsDNAphage	6078	0	40	0
JS_LYG_contig_3349682||full	0.72	0	0.72	dsDNAphage	21605	1	35.7	14.3
JS_LYG_contig_3360942||full	1	0.813	1	dsDNAphage	5366	2	57.1	0
JS_LYG_contig_3364451||full	0.713	0.007	0.713	dsDNAphage	5179	1	14.3	0
JS_LYG_contig_3374499	1	0.513	1	dsDNAphage	10512	7	100	0
JS_LYG_contig_3377669||full	0.993	0.2	0.993	dsDNAphage	10424	1	30	0
JS_LYG_contig_3395981||full_1	0.793	0.727	0.793	dsDNAphage	3487	0	50	0
JS_LYG_contig_342084	0.773	0.027	0.773	dsDNAphage	5465	0	33.3	11.1
JS_LYG_contig_3443632	1	0.027	1	dsDNAphage	15879	1	44.4	0
JS_LYG_contig_344866	0.96	0.633	0.96	dsDNAphage	6297	0	27.8	0
JS_LYG_contig_3464443	0.993	0.427	0.993	dsDNAphage	7171	1	9.1	0
JS_LYG_contig_3486899||full	0.987	0.7	0.987	dsDNAphage	5360	1	42.9	0
JS_LYG_contig_3490686||full	0.733	0	0.733	dsDNAphage	6870	1	33.3	16.7
JS_LYG_contig_3498833	0.92	0.407	0.92	dsDNAphage	8559	0	42.9	0
JS_LYG_contig_3507309||full	0.907	0.607	0.907	dsDNAphage	5083	0	27.3	0
JS_LYG_contig_3524340	0.993	0.26	0.993	dsDNAphage	9949	2	33.3	0
JS_LYG_contig_3529068	1	0.593	1	dsDNAphage	6435	3	77.8	0
JS_LYG_contig_3533485	0.993	0.733	0.993	dsDNAphage	7207	2	25	0
JS_LYG_contig_3567350	0.8	0	0.8	dsDNAphage	32904	0	5.3	0
JS_LYG_contig_3575960	0.987	0.213	0.987	dsDNAphage	21736	2	50	0
JS_LYG_contig_3594177	0.593	0.027	0.593	dsDNAphage	27010	0	52.2	4.3
JS_LYG_contig_3601525	0.773	0.253	0.773	dsDNAphage	6256	0	20	0
JS_LYG_contig_3617423||full	0.953	0	0.953	dsDNAphage	9749	1	33.3	11.1
JS_LYG_contig_3623301||full	0.707	0.013	0.707	dsDNAphage	15147	0	26.7	6.7
JS_LYG_contig_3634	0.967	0.007	0.967	dsDNAphage	13575	0	29.6	3.7
JS_LYG_contig_3638408	0.633	0.02	0.633	dsDNAphage	7154	0	14.3	0
JS_LYG_contig_3655729	1	0.207	1	dsDNAphage	11178	2	25	0
JS_LYG_contig_3656847	0.813	0.88	0.88	ssDNA	5042	0	60	0
JS_LYG_contig_3657690	0.753	0.367	0.753	dsDNAphage	6075	0	33.3	0
JS_LYG_contig_3676348	0.953	0.367	0.953	dsDNAphage	5740	0	20	0
JS_LYG_contig_3697623||full	0.96	0.52	0.96	dsDNAphage	6446	1	37.5	0
JS_LYG_contig_3702711	0.993	0.56	0.993	dsDNAphage	5269	1	50	0
JS_LYG_contig_3707292	1	0.18	1	dsDNAphage	19843	4	83.3	0
JS_LYG_contig_3728510	0.56	0.267	0.56	dsDNAphage	5265	0	22.2	0
JS_LYG_contig_3729370	0.993	0.953	0.993	dsDNAphage	5711	0	75	0
JS_LYG_contig_3768911||full	0.947	0.28	0.947	dsDNAphage	8157	0	26.7	0
JS_LYG_contig_3769068	0.96	0.453	0.96	dsDNAphage	6985	0	100	0
JS_LYG_contig_3789947	0.967	0.133	0.967	dsDNAphage	16558	0	15.8	2.6
JS_LYG_contig_3803131	0.9	0.44	0.9	dsDNAphage	6174	0	42.9	0
JS_LYG_contig_3806655||full	0.887	0.013	0.887	dsDNAphage	6829	1	14.3	0
JS_LYG_contig_3812188	0.893	0.567	0.893	dsDNAphage	9096	0	41.7	0
JS_LYG_contig_3818386	1	0.36	1	dsDNAphage	44096	6	33.3	0
JS_LYG_contig_3819913	1	0.94	1	dsDNAphage	8804	3	71.4	0
JS_LYG_contig_382023||full_1	0.913	0	0.913	dsDNAphage	11506	3	30.8	15.4
JS_LYG_contig_3826968	0.807	0.533	0.807	dsDNAphage	5614	0	85.7	0
JS_LYG_contig_3845367	1	0.933	1	dsDNAphage	5708	3	100	0
JS_LYG_contig_3859931	0.907	0.22	0.907	dsDNAphage	5099	0	23.1	0
JS_LYG_contig_388277	1	0.373	1	dsDNAphage	9901	3	53.8	0
JS_LYG_contig_3892969||full	0.987	0.287	0.987	dsDNAphage	16309	0	10.3	0
JS_LYG_contig_3915971	0.993	0.533	0.993	dsDNAphage	5671	2	50	0
JS_LYG_contig_391707	0.88	0.267	0.88	dsDNAphage	7808	0	13.3	0
JS_LYG_contig_3923995	0.867	0.113	0.867	dsDNAphage	14728	0	45.5	0
JS_LYG_contig_3961628	0.967	0.58	0.967	dsDNAphage	6442	0	14.3	0
JS_LYG_contig_3963536	0.993	0.54	0.993	dsDNAphage	7106	1	55.6	0
JS_LYG_contig_3963706	1	0.307	1	dsDNAphage	13992	3	25	0
JS_LYG_contig_3974467||full	1	0.96	1	dsDNAphage	5567	1	100	0
JS_LYG_contig_3992878	0.847	0.107	0.847	dsDNAphage	8002	0	25	4.2
JS_LYG_contig_3993890||full	0.947	0.607	0.947	dsDNAphage	5747	0	20	0
JS_LYG_contig_3996607	0.787	0.6	0.787	dsDNAphage	7279	0	60	0
JS_LYG_contig_4032906	0.987	0.84	0.987	dsDNAphage	5047	3	42.9	0
JS_LYG_contig_405555	0.993	0.707	0.993	dsDNAphage	8289	1	62.5	0
JS_LYG_contig_4130122	0.64	0.013	0.64	dsDNAphage	18182	0	18.2	9.1
JS_LYG_contig_4139778	1	0.547	1	dsDNAphage	10614	4	87.5	0
JS_LYG_contig_4144343||full	0.747	0.02	0.747	dsDNAphage	5382	1	25	0
JS_LYG_contig_4148340	0.993	0.9	0.993	dsDNAphage	5582	2	100	0
JS_LYG_contig_4154436	0.973	0.913	0.973	dsDNAphage	13064	0	45.8	0
JS_LYG_contig_4158666	1	0.193	1	dsDNAphage	64410	4	50.7	0
JS_LYG_contig_4178524	0.993	0.64	0.993	dsDNAphage	7286	2	75	0
JS_LYG_contig_4179894	0.907	0.133	0.907	dsDNAphage	10569	1	33.3	0
JS_LYG_contig_4181825||full	1	0.96	1	dsDNAphage	5237	2	57.1	0
JS_LYG_contig_4183421||full	0.973	0.033	0.973	dsDNAphage	7589	1	16.7	8.3
JS_LYG_contig_4203846||full	1	0.707	1	dsDNAphage	8006	1	20	0
JS_LYG_contig_4210588	1	0.86	1	dsDNAphage	9635	1	41.2	0
JS_LYG_contig_4212794||full	0.84	0.127	0.84	dsDNAphage	6570	1	50	25
JS_LYG_contig_4214564	0.947	0.72	0.947	dsDNAphage	6903	0	14.3	0
JS_LYG_contig_4214622	1	0.34	1	dsDNAphage	5866	5	55.6	0
JS_LYG_contig_4225403	0.987	0.267	0.987	dsDNAphage	10656	5	61.5	0
JS_LYG_contig_4231788||full	0.96	0.027	0.96	dsDNAphage	11057	0	28.6	4.8
JS_LYG_contig_4241261	0.62	0.827	0.827	ssDNA	5768	0	20	0
JS_LYG_contig_4304793	0.993	0.76	0.993	dsDNAphage	6762	2	50	0
JS_LYG_contig_4305271	1	0.053	1	dsDNAphage	8438	2	30	0
JS_LYG_contig_4305697	0.7	0.027	0.7	dsDNAphage	15067	0	21.1	5.3
JS_LYG_contig_4305880||full_1	nan	nan	nan	dsDNAphage	1643	1	50	0
